Java HotSpot(TM) 64-Bit Server VM (24.79-b02) for linux-amd64 JRE (1.7.0_79-b15), built on Apr 10 2015 11:34:48 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
60.727: [GC [PSYoungGen: 236672K->64K(288256K)] 609118K->380758K(987648K), 0.0086290 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
60.780: [GC [PSYoungGen: 228416K->64K(291328K)] 609110K->380766K(990720K), 0.0029730 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
60.827: [GC [PSYoungGen: 232000K->64K(290304K)] 612702K->380774K(989696K), 0.0029470 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
60.873: [GC [PSYoungGen: 232000K->64K(293888K)] 612710K->380782K(993280K), 0.0085390 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
60.931: [GC [PSYoungGen: 236608K->64K(292352K)] 617326K->380790K(991744K), 0.0027920 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
60.980: [GC [PSYoungGen: 236608K->64K(297984K)] 617334K->380798K(997376K), 0.0028350 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
61.036: [GC [PSYoungGen: 244288K->64K(295936K)] 625022K->380806K(995328K), 0.0035850 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
61.094: [GC [PSYoungGen: 244288K->64K(302592K)] 625030K->380822K(1001984K), 0.0031920 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
61.153: [GC [PSYoungGen: 252992K->96K(300032K)] 633750K->380854K(999424K), 0.0032790 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.213: [GC [PSYoungGen: 253024K->64K(307200K)] 633782K->380822K(1006592K), 0.0028130 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
61.276: [GC [PSYoungGen: 262208K->96K(304640K)] 642966K->380854K(1004032K), 0.0028540 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
61.338: [GC [PSYoungGen: 262240K->96K(311808K)] 642998K->380854K(1011200K), 0.0029110 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
61.406: [GC [PSYoungGen: 271456K->96K(309248K)] 652214K->380854K(1008640K), 0.0030820 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
61.504: [GC [PSYoungGen: 271456K->4576K(316928K)] 652214K->385334K(1016320K), 0.0039390 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
61.599: [GC [PSYoungGen: 285664K->24704K(306176K)] 666422K->405462K(1005568K), 0.0087680 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
61.719: [GC [PSYoungGen: 305792K->37344K(287744K)] 686550K->429230K(987136K), 0.0257300 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
61.830: [GC [PSYoungGen: 287712K->49632K(300032K)] 679598K->450966K(999424K), 0.0195070 secs] [Times: user=0.07 sys=0.00, real=0.01 secs] 
61.932: [GC [PSYoungGen: 300000K->49632K(240640K)] 701334K->473302K(940032K), 0.0231140 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
62.018: [GC [PSYoungGen: 240608K->67072K(258560K)] 664278K->490758K(957952K), 0.0207680 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
62.101: [GC [PSYoungGen: 258048K->83776K(229376K)] 681734K->507590K(928768K), 0.0256830 secs] [Times: user=0.10 sys=0.00, real=0.02 secs] 
62.170: [GC [PSYoungGen: 222528K->68194K(207360K)] 646342K->517408K(906752K), 0.0337380 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
62.244: [GC [PSYoungGen: 206946K->26562K(244224K)] 656160K->517600K(943616K), 0.0273130 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
62.305: [GC [PSYoungGen: 159170K->96K(238080K)] 650208K->517760K(937472K), 0.0139320 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
62.356: [GC [PSYoungGen: 132704K->128K(247296K)] 650368K->517801K(946688K), 0.0044190 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
62.413: [GC [PSYoungGen: 142976K->96K(245248K)] 660649K->517776K(944640K), 0.0048640 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
62.468: [GC [PSYoungGen: 142944K->64K(252928K)] 660624K->517760K(952320K), 0.0050110 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
62.525: [GC [PSYoungGen: 153152K->64K(249856K)] 670848K->517768K(949248K), 0.0048950 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
62.603: [GC [PSYoungGen: 153152K->96K(260608K)] 670856K->517808K(960000K), 0.0046670 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
63.214: [GC [PSYoungGen: 167520K->860K(256512K)] 685232K->518605K(955904K), 0.0046560 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
63.317: [GC [PSYoungGen: 168284K->576K(268288K)] 686029K->518529K(967680K), 0.0046560 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
63.395: [GC [PSYoungGen: 183360K->21664K(264192K)] 701313K->539617K(963584K), 0.0129150 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
63.459: [GC [PSYoungGen: 204448K->52416K(257536K)] 722401K->570841K(956928K), 0.0162950 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
63.524: [GC [PSYoungGen: 233152K->32864K(265216K)] 751577K->602857K(964608K), 0.0285500 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
63.603: [GC [PSYoungGen: 213600K->37280K(266752K)] 783593K->639233K(966144K), 0.0326890 secs] [Times: user=0.12 sys=0.00, real=0.03 secs] 
63.711: [GC [PSYoungGen: 221088K->33824K(266752K)] 823041K->673169K(966144K), 0.0327880 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
63.822: [GC [PSYoungGen: 217632K->40608K(266752K)] 856977K->713881K(966144K), 0.0969350 secs] [Times: user=0.38 sys=0.00, real=0.09 secs] 
63.919: [Full GC [PSYoungGen: 40608K->0K(266752K)] [ParOldGen: 673273K->444549K(699392K)] 713881K->444549K(966144K) [PSPermGen: 45308K->45307K(89088K)], 0.5409250 secs] [Times: user=1.47 sys=0.00, real=0.55 secs] 
64.515: [GC [PSYoungGen: 185856K->39552K(267776K)] 630405K->484101K(967168K), 0.0212650 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
64.613: [GC [PSYoungGen: 225408K->42400K(267264K)] 669957K->526581K(966656K), 0.0321840 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
64.793: [GC [PSYoungGen: 228256K->37280K(267776K)] 712437K->563997K(967168K), 0.0506810 secs] [Times: user=0.16 sys=0.00, real=0.05 secs] 
64.897: [GC [PSYoungGen: 223136K->11008K(271872K)] 749853K->574997K(971264K), 0.0362200 secs] [Times: user=0.10 sys=0.00, real=0.04 secs] 
64.993: [GC [PSYoungGen: 203008K->11008K(269824K)] 766997K->586045K(969216K), 0.0248790 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
65.070: [GC [PSYoungGen: 203008K->10688K(276480K)] 778045K->596725K(975872K), 0.0216550 secs] [Times: user=0.06 sys=0.00, real=0.03 secs] 
65.141: [GC [PSYoungGen: 211392K->7296K(273920K)] 797429K->603989K(973312K), 0.0229660 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
65.209: [GC [PSYoungGen: 208000K->32K(279552K)] 804693K->604021K(978944K), 0.0125870 secs] [Times: user=0.04 sys=0.00, real=0.02 secs] 
65.270: [GC [PSYoungGen: 208416K->96K(278528K)] 812405K->604101K(977920K), 0.0046090 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
65.320: [GC [PSYoungGen: 208480K->96K(283136K)] 812485K->604117K(982528K), 0.0123480 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
65.378: [GC [PSYoungGen: 214624K->64K(281088K)] 818645K->604109K(980480K), 0.0044150 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
65.428: [GC [PSYoungGen: 214592K->64K(287744K)] 818637K->604125K(987136K), 0.0039850 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
65.479: [GC [PSYoungGen: 223296K->32K(285184K)] 827357K->604101K(984576K), 0.0062010 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
65.533: [GC [PSYoungGen: 223264K->96K(292864K)] 827333K->604181K(992256K), 0.0066260 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
65.595: [GC [PSYoungGen: 233568K->64K(290304K)] 837653K->604157K(989696K), 0.0046800 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
65.650: [GC [PSYoungGen: 233536K->96K(298496K)] 837629K->604197K(997888K), 0.0045170 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
65.709: [GC [PSYoungGen: 244832K->64K(295936K)] 848933K->604181K(995328K), 0.0041220 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
65.775: [GC [PSYoungGen: 244800K->64K(304128K)] 848917K->604189K(1003520K), 0.0040300 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
65.842: [GC [PSYoungGen: 255552K->64K(301056K)] 859677K->604189K(1000448K), 0.0046180 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
65.916: [GC [PSYoungGen: 255552K->64K(309248K)] 859677K->604189K(1008640K), 0.0040640 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
65.985: [GC [PSYoungGen: 266304K->64K(306688K)] 870429K->604189K(1006080K), 0.0042940 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
66.053: [GC [PSYoungGen: 266304K->96K(313856K)] 870429K->604221K(1013248K), 0.0044990 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
66.124: [GC [PSYoungGen: 276064K->96K(311808K)] 880189K->604221K(1011200K), 0.0042860 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
66.208: [GC [PSYoungGen: 276064K->128K(318464K)] 880189K->604253K(1017856K), 0.0196030 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
66.313: [GC [PSYoungGen: 285312K->64K(316416K)] 889437K->604189K(1015808K), 0.0050400 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
66.386: [GC [PSYoungGen: 285248K->64K(322560K)] 889373K->604189K(1021952K), 0.0040220 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
66.466: [GC [PSYoungGen: 293440K->96K(320512K)] 897565K->604221K(1019904K), 0.0070640 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
66.560: [GC [PSYoungGen: 293472K->96K(326144K)] 897597K->604221K(1025536K), 0.0052510 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
66.641: [GC [PSYoungGen: 301152K->128K(324608K)] 905277K->604253K(1024000K), 0.0059720 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
66.722: [GC [PSYoungGen: 301184K->64K(329216K)] 905309K->604189K(1028608K), 0.0041420 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
66.800: [GC [PSYoungGen: 307264K->96K(327680K)] 911389K->604221K(1027072K), 0.0162240 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
66.899: [GC [PSYoungGen: 307296K->128K(332288K)] 911421K->604253K(1031680K), 0.0040750 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
66.990: [GC [PSYoungGen: 313472K->96K(330752K)] 917597K->604237K(1030144K), 0.0040460 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
67.243: [GC [PSYoungGen: 313440K->1024K(334848K)] 917581K->605190K(1034240K), 0.0061970 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
67.382: [GC [PSYoungGen: 319488K->14816K(333312K)] 923654K->649470K(1032704K), 0.0201730 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
67.497: [GC-- [PSYoungGen: 333280K->333280K(333312K)] 967934K->1032670K(1032704K), 0.0971500 secs] [Times: user=0.20 sys=0.00, real=0.10 secs] 
67.594: [Full GC [PSYoungGen: 333280K->0K(333312K)] [ParOldGen: 699389K->366795K(699392K)] 1032670K->366795K(1032704K) [PSPermGen: 45409K->45409K(84992K)], 0.3003650 secs] [Times: user=0.89 sys=0.00, real=0.30 secs] 
67.998: [GC [PSYoungGen: 318464K->16352K(262656K)] 685259K->437899K(962048K), 0.0330310 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
68.136: [GC [PSYoungGen: 262624K->51680K(297984K)] 684171K->512291K(997376K), 0.0334800 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
68.246: [GC [PSYoungGen: 297952K->51680K(196608K)] 758563K->565771K(896000K), 0.0436630 secs] [Times: user=0.15 sys=0.00, real=0.04 secs] 
68.325: [GC [PSYoungGen: 196576K->64544K(209920K)] 710667K->578635K(909312K), 0.0235010 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
68.379: [GC [PSYoungGen: 209440K->71808K(227840K)] 723531K->585899K(927232K), 0.0243960 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
68.426: [GC [PSYoungGen: 191104K->77696K(197120K)] 705195K->591787K(896512K), 0.0244850 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
68.478: [GC [PSYoungGen: 196992K->82880K(233472K)] 711083K->596971K(932864K), 0.0270870 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
68.525: [GC [PSYoungGen: 200128K->79488K(233472K)] 714219K->597011K(932864K), 0.0266330 secs] [Times: user=0.10 sys=0.00, real=0.03 secs] 
68.574: [GC [PSYoungGen: 196736K->31744K(233472K)] 714259K->597279K(932864K), 0.0294800 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
68.624: [GC [PSYoungGen: 148992K->12192K(233472K)] 714527K->597383K(932864K), 0.0124410 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
68.660: [GC [PSYoungGen: 129440K->64K(233472K)] 714631K->597431K(932864K), 0.0097730 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
68.691: [GC [PSYoungGen: 117312K->32K(233472K)] 714679K->597407K(932864K), 0.0047750 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.716: [GC [PSYoungGen: 117280K->32K(233472K)] 714655K->597415K(932864K), 0.0045320 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.745: [GC [PSYoungGen: 117280K->96K(233472K)] 714663K->597503K(932864K), 0.0037880 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.771: [GC [PSYoungGen: 117344K->96K(237056K)] 714751K->597519K(936448K), 0.0037910 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.798: [GC [PSYoungGen: 120928K->96K(233472K)] 718351K->597527K(932864K), 0.0051760 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.827: [GC [PSYoungGen: 120928K->64K(245760K)] 718359K->597503K(945152K), 0.0048070 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.863: [GC [PSYoungGen: 137280K->96K(241152K)] 734719K->597551K(940544K), 0.0037470 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.900: [GC [PSYoungGen: 137312K->96K(255488K)] 734767K->597567K(954880K), 0.0037930 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
68.938: [GC [PSYoungGen: 156768K->96K(250880K)] 754239K->597583K(950272K), 0.0044910 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
68.985: [GC [PSYoungGen: 156768K->96K(265216K)] 754255K->597599K(964608K), 0.0038370 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
69.033: [GC [PSYoungGen: 176224K->96K(260608K)] 773727K->597607K(960000K), 0.0037590 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
69.079: [GC [PSYoungGen: 176224K->64K(274944K)] 773735K->597583K(974336K), 0.0049720 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
69.147: [GC [PSYoungGen: 195136K->96K(269824K)] 792655K->597631K(969216K), 0.0042250 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
69.217: [GC [PSYoungGen: 195168K->32K(283648K)] 792703K->597575K(983040K), 0.0049690 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
69.278: [GC [PSYoungGen: 213024K->64K(279040K)] 810567K->597607K(978432K), 0.0038410 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
69.333: [GC [PSYoungGen: 213056K->128K(291840K)] 810599K->597671K(991232K), 0.0038400 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
69.391: [GC [PSYoungGen: 230016K->96K(287744K)] 827559K->597639K(987136K), 0.0045070 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
69.455: [GC [PSYoungGen: 229984K->128K(299008K)] 827527K->597671K(998400K), 0.0040830 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
69.518: [GC [PSYoungGen: 244864K->128K(295424K)] 842407K->597671K(994816K), 0.0037740 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
69.581: [GC [PSYoungGen: 244864K->96K(306176K)] 842407K->597639K(1005568K), 0.0043790 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
69.650: [GC [PSYoungGen: 259168K->128K(302592K)] 856711K->597671K(1001984K), 0.0038260 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
69.720: [GC [PSYoungGen: 259200K->128K(311808K)] 856743K->597671K(1011200K), 0.0039330 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
69.787: [GC [PSYoungGen: 271488K->128K(309248K)] 869031K->597671K(1008640K), 0.0038010 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
69.859: [GC [PSYoungGen: 271488K->128K(317440K)] 869031K->597671K(1016832K), 0.0048530 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
69.935: [GC [PSYoungGen: 282752K->128K(314880K)] 880295K->597671K(1014272K), 0.0038630 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
70.009: [GC [PSYoungGen: 282752K->128K(322048K)] 880295K->597671K(1021440K), 0.0038150 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
70.084: [GC [PSYoungGen: 291968K->128K(319488K)] 889511K->597671K(1018880K), 0.0037480 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
70.158: [GC [PSYoungGen: 291968K->96K(325632K)] 889511K->597639K(1025024K), 0.0053800 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
70.241: [GC [PSYoungGen: 300128K->96K(324096K)] 897671K->597655K(1023488K), 0.0045150 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
70.318: [GC [PSYoungGen: 300128K->96K(329216K)] 897687K->597663K(1028608K), 0.0048880 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
70.408: [GC [PSYoungGen: 307296K->96K(327680K)] 904863K->597671K(1027072K), 0.0086600 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
70.548: [GC [PSYoungGen: 307296K->288K(332288K)] 904871K->597871K(1031680K), 0.0072080 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
70.741: [GC [PSYoungGen: 313632K->17376K(330752K)] 911215K->646703K(1030144K), 0.0228640 secs] [Times: user=0.07 sys=0.00, real=0.03 secs] 
70.862: [GC [PSYoungGen: 330720K->18912K(247808K)] 960047K->715671K(947200K), 0.0290040 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
70.891: [Full GC [PSYoungGen: 18912K->0K(247808K)] [ParOldGen: 696759K->369678K(699392K)] 715671K->369678K(947200K) [PSPermGen: 45422K->45422K(80384K)], 0.2967040 secs] [Times: user=0.89 sys=0.00, real=0.30 secs] 
71.260: [GC [PSYoungGen: 228864K->53120K(282112K)] 598542K->422798K(981504K), 0.0228330 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
71.368: [GC [PSYoungGen: 281984K->67552K(215552K)] 651662K->484406K(914944K), 0.0398730 secs] [Times: user=0.16 sys=0.00, real=0.04 secs] 
71.468: [GC [PSYoungGen: 215520K->100832K(248832K)] 632374K->519406K(948224K), 0.0302100 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
71.547: [GC [PSYoungGen: 248800K->100832K(218112K)] 667374K->547302K(917504K), 0.0396550 secs] [Times: user=0.15 sys=0.00, real=0.04 secs] 
71.620: [GC [PSYoungGen: 218080K->116192K(233472K)] 664550K->567734K(932864K), 0.0348940 secs] [Times: user=0.14 sys=0.00, real=0.04 secs] 
71.685: [GC [PSYoungGen: 233440K->116192K(233472K)] 684982K->579782K(932864K), 0.0359250 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
71.748: [GC [PSYoungGen: 233440K->116192K(233472K)] 697030K->587142K(932864K), 0.0353130 secs] [Times: user=0.13 sys=0.00, real=0.04 secs] 
71.807: [GC [PSYoungGen: 233440K->100960K(233472K)] 704390K->593038K(932864K), 0.0321390 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
71.865: [GC [PSYoungGen: 218208K->56576K(233472K)] 710286K->596070K(932864K), 0.0262970 secs] [Times: user=0.10 sys=0.00, real=0.02 secs] 
71.911: [GC [PSYoungGen: 173824K->27168K(233472K)] 713318K->596214K(932864K), 0.0219790 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
71.959: [GC [PSYoungGen: 144416K->9632K(233472K)] 713462K->596334K(932864K), 0.0120320 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
71.994: [GC [PSYoungGen: 126880K->96K(233472K)] 713582K->596406K(932864K), 0.0071230 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
72.021: [GC [PSYoungGen: 117344K->64K(233472K)] 713654K->596382K(932864K), 0.0030260 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.045: [GC [PSYoungGen: 117312K->96K(233472K)] 713630K->596422K(932864K), 0.0051990 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
72.074: [GC [PSYoungGen: 117344K->64K(233472K)] 713670K->596398K(932864K), 0.0030550 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.101: [GC [PSYoungGen: 117312K->96K(233472K)] 713646K->596438K(932864K), 0.0049990 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.131: [GC [PSYoungGen: 117344K->32K(233472K)] 713686K->596382K(932864K), 0.0031540 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
72.161: [GC [PSYoungGen: 117280K->64K(233472K)] 713630K->596422K(932864K), 0.0033680 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
72.188: [GC [PSYoungGen: 117312K->64K(233472K)] 713670K->596430K(932864K), 0.0031700 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.218: [GC [PSYoungGen: 117312K->32K(233472K)] 713678K->596406K(932864K), 0.0032800 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
72.247: [GC [PSYoungGen: 117280K->64K(233472K)] 713654K->596446K(932864K), 0.0030710 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.277: [GC [PSYoungGen: 117312K->64K(233472K)] 713694K->596454K(932864K), 0.0031730 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.311: [GC [PSYoungGen: 117312K->64K(233472K)] 713702K->596462K(932864K), 0.0044240 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
72.341: [GC [PSYoungGen: 117312K->64K(246272K)] 713710K->596470K(945664K), 0.0031140 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.380: [GC [PSYoungGen: 136256K->96K(239616K)] 732662K->596518K(939008K), 0.0038630 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
72.429: [GC [PSYoungGen: 136288K->128K(258560K)] 732710K->596558K(957952K), 0.0032170 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
72.485: [GC [PSYoungGen: 161408K->1984K(252416K)] 757838K->598462K(951808K), 0.0040950 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.540: [GC [PSYoungGen: 163264K->5120K(270848K)] 759742K->603486K(970240K), 0.0049110 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
72.591: [GC [PSYoungGen: 190976K->9888K(264704K)] 789342K->613054K(964096K), 0.0074660 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
72.651: [GC [PSYoungGen: 195744K->9600K(283648K)] 798910K->622174K(983040K), 0.0107360 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
72.720: [GC [PSYoungGen: 221056K->14272K(277504K)] 833630K->635430K(976896K), 0.0118410 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
72.784: [GC [PSYoungGen: 225728K->12352K(292352K)] 846886K->647758K(991744K), 0.0134390 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
72.861: [GC [PSYoungGen: 242752K->13536K(287744K)] 878158K->661302K(987136K), 0.0221520 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
72.956: [GC [PSYoungGen: 243936K->9568K(300032K)] 891702K->670854K(999424K), 0.0198950 secs] [Times: user=0.07 sys=0.00, real=0.02 secs] 
73.038: [GC [PSYoungGen: 255840K->16320K(295936K)] 917126K->687166K(995328K), 0.0139090 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
73.113: [GC [PSYoungGen: 262592K->8224K(304640K)] 933438K->695430K(1004032K), 0.0122530 secs] [Times: user=0.05 sys=0.00, real=0.01 secs] 
73.125: [Full GC [PSYoungGen: 8224K->0K(304640K)] [ParOldGen: 687206K->348700K(699392K)] 695430K->348700K(1004032K) [PSPermGen: 45426K->45426K(76288K)], 0.2881890 secs] [Times: user=0.87 sys=0.00, real=0.29 secs] 
73.469: [GC [PSYoungGen: 256512K->128K(301568K)] 605212K->348828K(1000960K), 0.0028820 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
73.528: [GC [PSYoungGen: 256640K->128K(307712K)] 605340K->348852K(1007104K), 0.0018140 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
73.588: [GC [PSYoungGen: 264320K->128K(306176K)] 613044K->348868K(1005568K), 0.0017380 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
73.646: [GC [PSYoungGen: 264320K->64K(311296K)] 613060K->348804K(1010688K), 0.0025250 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
73.708: [GC [PSYoungGen: 271424K->64K(309760K)] 620164K->348804K(1009152K), 0.0018850 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
73.768: [GC [PSYoungGen: 271424K->128K(314880K)] 620164K->348868K(1014272K), 0.0021850 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
73.840: [GC [PSYoungGen: 278656K->64K(313344K)] 627396K->348804K(1012736K), 0.0027210 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
73.909: [GC [PSYoungGen: 278592K->128K(318464K)] 627332K->348868K(1017856K), 0.0018850 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
73.979: [GC [PSYoungGen: 285824K->64K(316928K)] 634564K->348804K(1016320K), 0.0040880 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
74.055: [GC [PSYoungGen: 285760K->128K(322048K)] 634500K->348868K(1021440K), 0.0018380 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
74.128: [GC [PSYoungGen: 292992K->128K(320512K)] 641732K->348868K(1019904K), 0.0018730 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
74.221: [GC [PSYoungGen: 292992K->2208K(325632K)] 641732K->350948K(1025024K), 0.0026920 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
